10 65 0
9.5 65 1
9 65 2
8.5 65 3
8 65 4
7.5 65 5
7 65 6
6.5 65 7
6 65 8
5.5 65 9
5 65 10
4.5 65 11
4 65 12
3.5 65 13
3 65 14
2.5 65 15
2 65 16
1.5 65 17
1 65 18
0.5 65 19
0 65 20

9.84808 66.7365 0
9.35567 66.6497 1
8.86327 66.5628 2
8.37087 66.476 3
7.87846 66.3892 4
7.38606 66.3024 5
6.89365 66.2155 6
6.40125 66.1287 7
5.90885 66.0419 8
5.41644 65.9551 9
4.92404 65.8682 10
4.43163 65.7814 11
3.93923 65.6946 12
3.44683 65.6078 13
2.95442 65.5209 14
2.46202 65.4341 15
1.96962 65.3473 16
1.47721 65.2605 17
0.984808 65.1736 18
0.492404 65.0868 19
0 65 20

9.39693 68.4202 0
8.92708 68.2492 1
8.45723 68.0782 2
7.98739 67.9072 3
7.51754 67.7362 4
7.04769 67.5652 5
6.57785 67.3941 6
6.108 67.2231 7
5.63816 67.0521 8
5.16831 66.8811 9
4.69846 66.7101 10
4.22862 66.5391 11
3.75877 66.3681 12
3.28892 66.1971 13
2.81908 66.0261 14
2.34923 65.8551 15
1.87939 65.684 16
1.40954 65.513 17
0.939693 65.342 18
0.469846 65.171 19
0 65 20

8.66025 70 0
8.22724 69.75 1
7.79423 69.5 2
7.36122 69.25 3
6.9282 69 4
6.49519 68.75 5
6.06218 68.5 6
5.62917 68.25 7
5.19615 68 8
4.76314 67.75 9
4.33013 67.5 10
3.89711 67.25 11
3.4641 67 12
3.03109 66.75 13
2.59808 66.5 14
2.16506 66.25 15
1.73205 66 16
1.29904 65.75 17
0.866025 65.5 18
0.433013 65.25 19
0 65 20

7.66044 71.4279 0
7.27742 71.1065 1
6.8944 70.7851 2
6.51138 70.4637 3
6.12836 70.1423 4
5.74533 69.8209 5
5.36231 69.4995 6
4.97929 69.1781 7
4.59627 68.8567 8
4.21324 68.5353 9
3.83022 68.2139 10
3.4472 67.8925 11
3.06418 67.5712 12
2.68116 67.2498 13
2.29813 66.9284 14
1.91511 66.607 15
1.53209 66.2856 16
1.14907 65.9642 17
0.766044 65.6428 18
0.383022 65.3214 19
0 65 20

6.42788 72.6604 0
6.10648 72.2774 1
5.78509 71.8944 2
5.46369 71.5114 3
5.1423 71.1284 4
4.82091 70.7453 5
4.49951 70.3623 6
4.17812 69.9793 7
3.85673 69.5963 8
3.53533 69.2132 9
3.21394 68.8302 10
2.89254 68.4472 11
2.57115 68.0642 12
2.24976 67.6812 13
1.92836 67.2981 14
1.60697 66.9151 15
1.28558 66.5321 16
0.964181 66.1491 17
0.642788 65.766 18
0.321394 65.383 19
0 65 20

5 73.6603 0
4.75 73.2272 1
4.5 72.7942 2
4.25 72.3612 3
4 71.9282 4
3.75 71.4952 5
3.5 71.0622 6
3.25 70.6292 7
3 70.1962 8
2.75 69.7631 9
2.5 69.3301 10
2.25 68.8971 11
2 68.4641 12
1.75 68.0311 13
1.5 67.5981 14
1.25 67.1651 15
1 66.7321 16
0.75 66.299 17
0.5 65.866 18
0.25 65.433 19
0 65 20

3.4202 74.3969 0
3.24919 73.9271 1
3.07818 73.4572 2
2.90717 72.9874 3
2.73616 72.5175 4
2.56515 72.0477 5
2.39414 71.5778 6
2.22313 71.108 7
2.05212 70.6382 8
1.88111 70.1683 9
1.7101 69.6985 10
1.53909 69.2286 11
1.36808 68.7588 12
1.19707 68.2889 13
1.02606 67.8191 14
0.85505 67.3492 15
0.68404 66.8794 16
0.51303 66.4095 17
0.34202 65.9397 18
0.17101 65.4698 19
0 65 20

1.73648 74.8481 0
1.64966 74.3557 1
1.56283 73.8633 2
1.47601 73.3709 3
1.38919 72.8785 4
1.30236 72.3861 5
1.21554 71.8937 6
1.12871 71.4013 7
1.04189 70.9088 8
0.955065 70.4164 9
0.868241 69.924 10
0.781417 69.4316 11
0.694593 68.9392 12
0.607769 68.4468 13
0.520945 67.9544 14
0.43412 67.462 15
0.347296 66.9696 16
0.260472 66.4772 17
0.173648 65.9848 18
0.0868241 65.4924 19
0 65 20

6.12323e-16 75 0
5.81707e-16 74.5 1
5.51091e-16 74 2
5.20475e-16 73.5 3
4.89859e-16 73 4
4.59243e-16 72.5 5
4.28626e-16 72 6
3.9801e-16 71.5 7
3.67394e-16 71 8
3.36778e-16 70.5 9
3.06162e-16 70 10
2.75546e-16 69.5 11
2.44929e-16 69 12
2.14313e-16 68.5 13
1.83697e-16 68 14
1.53081e-16 67.5 15
1.22465e-16 67 16
9.18485e-17 66.5 17
6.12323e-17 66 18
3.06162e-17 65.5 19
0 65 20

-1.73648 74.8481 0
-1.64966 74.3557 1
-1.56283 73.8633 2
-1.47601 73.3709 3
-1.38919 72.8785 4
-1.30236 72.3861 5
-1.21554 71.8937 6
-1.12871 71.4013 7
-1.04189 70.9088 8
-0.955065 70.4164 9
-0.868241 69.924 10
-0.781417 69.4316 11
-0.694593 68.9392 12
-0.607769 68.4468 13
-0.520945 67.9544 14
-0.43412 67.462 15
-0.347296 66.9696 16
-0.260472 66.4772 17
-0.173648 65.9848 18
-0.0868241 65.4924 19
0 65 20

-3.4202 74.3969 0
-3.24919 73.9271 1
-3.07818 73.4572 2
-2.90717 72.9874 3
-2.73616 72.5175 4
-2.56515 72.0477 5
-2.39414 71.5778 6
-2.22313 71.108 7
-2.05212 70.6382 8
-1.88111 70.1683 9
-1.7101 69.6985 10
-1.53909 69.2286 11
-1.36808 68.7588 12
-1.19707 68.2889 13
-1.02606 67.8191 14
-0.85505 67.3492 15
-0.68404 66.8794 16
-0.51303 66.4095 17
-0.34202 65.9397 18
-0.17101 65.4698 19
0 65 20

-5 73.6603 0
-4.75 73.2272 1
-4.5 72.7942 2
-4.25 72.3612 3
-4 71.9282 4
-3.75 71.4952 5
-3.5 71.0622 6
-3.25 70.6292 7
-3 70.1962 8
-2.75 69.7631 9
-2.5 69.3301 10
-2.25 68.8971 11
-2 68.4641 12
-1.75 68.0311 13
-1.5 67.5981 14
-1.25 67.1651 15
-1 66.7321 16
-0.75 66.299 17
-0.5 65.866 18
-0.25 65.433 19
0 65 20

-6.42788 72.6604 0
-6.10648 72.2774 1
-5.78509 71.8944 2
-5.46369 71.5114 3
-5.1423 71.1284 4
-4.82091 70.7453 5
-4.49951 70.3623 6
-4.17812 69.9793 7
-3.85673 69.5963 8
-3.53533 69.2132 9
-3.21394 68.8302 10
-2.89254 68.4472 11
-2.57115 68.0642 12
-2.24976 67.6812 13
-1.92836 67.2981 14
-1.60697 66.9151 15
-1.28558 66.5321 16
-0.964181 66.1491 17
-0.642788 65.766 18
-0.321394 65.383 19
0 65 20

-7.66044 71.4279 0
-7.27742 71.1065 1
-6.8944 70.7851 2
-6.51138 70.4637 3
-6.12836 70.1423 4
-5.74533 69.8209 5
-5.36231 69.4995 6
-4.97929 69.1781 7
-4.59627 68.8567 8
-4.21324 68.5353 9
-3.83022 68.2139 10
-3.4472 67.8925 11
-3.06418 67.5712 12
-2.68116 67.2498 13
-2.29813 66.9284 14
-1.91511 66.607 15
-1.53209 66.2856 16
-1.14907 65.9642 17
-0.766044 65.6428 18
-0.383022 65.3214 19
0 65 20

-8.66025 70 0
-8.22724 69.75 1
-7.79423 69.5 2
-7.36122 69.25 3
-6.9282 69 4
-6.49519 68.75 5
-6.06218 68.5 6
-5.62917 68.25 7
-5.19615 68 8
-4.76314 67.75 9
-4.33013 67.5 10
-3.89711 67.25 11
-3.4641 67 12
-3.03109 66.75 13
-2.59808 66.5 14
-2.16506 66.25 15
-1.73205 66 16
-1.29904 65.75 17
-0.866025 65.5 18
-0.433013 65.25 19
0 65 20

-9.39693 68.4202 0
-8.92708 68.2492 1
-8.45723 68.0782 2
-7.98739 67.9072 3
-7.51754 67.7362 4
-7.04769 67.5652 5
-6.57785 67.3941 6
-6.108 67.2231 7
-5.63816 67.0521 8
-5.16831 66.8811 9
-4.69846 66.7101 10
-4.22862 66.5391 11
-3.75877 66.3681 12
-3.28892 66.1971 13
-2.81908 66.0261 14
-2.34923 65.8551 15
-1.87939 65.684 16
-1.40954 65.513 17
-0.939693 65.342 18
-0.469846 65.171 19
0 65 20

-9.84808 66.7365 0
-9.35567 66.6497 1
-8.86327 66.5628 2
-8.37087 66.476 3
-7.87846 66.3892 4
-7.38606 66.3024 5
-6.89365 66.2155 6
-6.40125 66.1287 7
-5.90885 66.0419 8
-5.41644 65.9551 9
-4.92404 65.8682 10
-4.43163 65.7814 11
-3.93923 65.6946 12
-3.44683 65.6078 13
-2.95442 65.5209 14
-2.46202 65.4341 15
-1.96962 65.3473 16
-1.47721 65.2605 17
-0.984808 65.1736 18
-0.492404 65.0868 19
0 65 20

-10 65 0
-9.5 65 1
-9 65 2
-8.5 65 3
-8 65 4
-7.5 65 5
-7 65 6
-6.5 65 7
-6 65 8
-5.5 65 9
-5 65 10
-4.5 65 11
-4 65 12
-3.5 65 13
-3 65 14
-2.5 65 15
-2 65 16
-1.5 65 17
-1 65 18
-0.5 65 19
0 65 20

-9.84808 63.2635 0
-9.35567 63.3503 1
-8.86327 63.4372 2
-8.37087 63.524 3
-7.87846 63.6108 4
-7.38606 63.6976 5
-6.89365 63.7845 6
-6.40125 63.8713 7
-5.90885 63.9581 8
-5.41644 64.0449 9
-4.92404 64.1318 10
-4.43163 64.2186 11
-3.93923 64.3054 12
-3.44683 64.3922 13
-2.95442 64.4791 14
-2.46202 64.5659 15
-1.96962 64.6527 16
-1.47721 64.7395 17
-0.984808 64.8264 18
-0.492404 64.9132 19
0 65 20

-9.39693 61.5798 0
-8.92708 61.7508 1
-8.45723 61.9218 2
-7.98739 62.0928 3
-7.51754 62.2638 4
-7.04769 62.4348 5
-6.57785 62.6059 6
-6.108 62.7769 7
-5.63816 62.9479 8
-5.16831 63.1189 9
-4.69846 63.2899 10
-4.22862 63.4609 11
-3.75877 63.6319 12
-3.28892 63.8029 13
-2.81908 63.9739 14
-2.34923 64.1449 15
-1.87939 64.316 16
-1.40954 64.487 17
-0.939693 64.658 18
-0.469846 64.829 19
0 65 20

-8.66025 60 0
-8.22724 60.25 1
-7.79423 60.5 2
-7.36122 60.75 3
-6.9282 61 4
-6.49519 61.25 5
-6.06218 61.5 6
-5.62917 61.75 7
-5.19615 62 8
-4.76314 62.25 9
-4.33013 62.5 10
-3.89711 62.75 11
-3.4641 63 12
-3.03109 63.25 13
-2.59808 63.5 14
-2.16506 63.75 15
-1.73205 64 16
-1.29904 64.25 17
-0.866025 64.5 18
-0.433013 64.75 19
0 65 20

-7.66044 58.5721 0
-7.27742 58.8935 1
-6.8944 59.2149 2
-6.51138 59.5363 3
-6.12836 59.8577 4
-5.74533 60.1791 5
-5.36231 60.5005 6
-4.97929 60.8219 7
-4.59627 61.1433 8
-4.21324 61.4647 9
-3.83022 61.7861 10
-3.4472 62.1075 11
-3.06418 62.4288 12
-2.68116 62.7502 13
-2.29813 63.0716 14
-1.91511 63.393 15
-1.53209 63.7144 16
-1.14907 64.0358 17
-0.766044 64.3572 18
-0.383022 64.6786 19
0 65 20

-6.42788 57.3396 0
-6.10648 57.7226 1
-5.78509 58.1056 2
-5.46369 58.4886 3
-5.1423 58.8716 4
-4.82091 59.2547 5
-4.49951 59.6377 6
-4.17812 60.0207 7
-3.85673 60.4037 8
-3.53533 60.7868 9
-3.21394 61.1698 10
-2.89254 61.5528 11
-2.57115 61.9358 12
-2.24976 62.3188 13
-1.92836 62.7019 14
-1.60697 63.0849 15
-1.28558 63.4679 16
-0.964181 63.8509 17
-0.642788 64.234 18
-0.321394 64.617 19
0 65 20

-5 56.3397 0
-4.75 56.7728 1
-4.5 57.2058 2
-4.25 57.6388 3
-4 58.0718 4
-3.75 58.5048 5
-3.5 58.9378 6
-3.25 59.3708 7
-3 59.8038 8
-2.75 60.2369 9
-2.5 60.6699 10
-2.25 61.1029 11
-2 61.5359 12
-1.75 61.9689 13
-1.5 62.4019 14
-1.25 62.8349 15
-1 63.2679 16
-0.75 63.701 17
-0.5 64.134 18
-0.25 64.567 19
0 65 20

-3.4202 55.6031 0
-3.24919 56.0729 1
-3.07818 56.5428 2
-2.90717 57.0126 3
-2.73616 57.4825 4
-2.56515 57.9523 5
-2.39414 58.4222 6
-2.22313 58.892 7
-2.05212 59.3618 8
-1.88111 59.8317 9
-1.7101 60.3015 10
-1.53909 60.7714 11
-1.36808 61.2412 12
-1.19707 61.7111 13
-1.02606 62.1809 14
-0.85505 62.6508 15
-0.68404 63.1206 16
-0.51303 63.5905 17
-0.34202 64.0603 18
-0.17101 64.5302 19
0 65 20

-1.73648 55.1519 0
-1.64966 55.6443 1
-1.56283 56.1367 2
-1.47601 56.6291 3
-1.38919 57.1215 4
-1.30236 57.6139 5
-1.21554 58.1063 6
-1.12871 58.5987 7
-1.04189 59.0912 8
-0.955065 59.5836 9
-0.868241 60.076 10
-0.781417 60.5684 11
-0.694593 61.0608 12
-0.607769 61.5532 13
-0.520945 62.0456 14
-0.43412 62.538 15
-0.347296 63.0304 16
-0.260472 63.5228 17
-0.173648 64.0152 18
-0.0868241 64.5076 19
0 65 20

-1.83697e-15 55 0
-1.74512e-15 55.5 1
-1.65327e-15 56 2
-1.56142e-15 56.5 3
-1.46958e-15 57 4
-1.37773e-15 57.5 5
-1.28588e-15 58 6
-1.19403e-15 58.5 7
-1.10218e-15 59 8
-1.01033e-15 59.5 9
-9.18485e-16 60 10
-8.26637e-16 60.5 11
-7.34788e-16 61 12
-6.4294e-16 61.5 13
-5.51091e-16 62 14
-4.59243e-16 62.5 15
-3.67394e-16 63 16
-2.75546e-16 63.5 17
-1.83697e-16 64 18
-9.18485e-17 64.5 19
0 65 20

1.73648 55.1519 0
1.64966 55.6443 1
1.56283 56.1367 2
1.47601 56.6291 3
1.38919 57.1215 4
1.30236 57.6139 5
1.21554 58.1063 6
1.12871 58.5987 7
1.04189 59.0912 8
0.955065 59.5836 9
0.868241 60.076 10
0.781417 60.5684 11
0.694593 61.0608 12
0.607769 61.5532 13
0.520945 62.0456 14
0.43412 62.538 15
0.347296 63.0304 16
0.260472 63.5228 17
0.173648 64.0152 18
0.0868241 64.5076 19
0 65 20

3.4202 55.6031 0
3.24919 56.0729 1
3.07818 56.5428 2
2.90717 57.0126 3
2.73616 57.4825 4
2.56515 57.9523 5
2.39414 58.4222 6
2.22313 58.892 7
2.05212 59.3618 8
1.88111 59.8317 9
1.7101 60.3015 10
1.53909 60.7714 11
1.36808 61.2412 12
1.19707 61.7111 13
1.02606 62.1809 14
0.85505 62.6508 15
0.68404 63.1206 16
0.51303 63.5905 17
0.34202 64.0603 18
0.17101 64.5302 19
0 65 20

5 56.3397 0
4.75 56.7728 1
4.5 57.2058 2
4.25 57.6388 3
4 58.0718 4
3.75 58.5048 5
3.5 58.9378 6
