0 0 20
0 0 20
1.24591 0.157395 19.9605
0 0 20


0 0 20
1.24591 0.157395 19.9605
1.25581 0 19.9605
0 0 20


1.25581 0 19.9605
1.24591 0.157395 19.9605
2.4869 0.314168 19.8423
1.25581 0 19.9605


1.25581 0 19.9605
2.4869 0.314168 19.8423
2.50666 0 19.8423
1.25581 0 19.9605


2.50666 0 19.8423
2.4869 0.314168 19.8423
3.71808 0.469702 19.6457
2.50666 0 19.8423


2.50666 0 19.8423
3.71808 0.469702 19.6457
3.74763 0 19.6457
2.50666 0 19.8423


3.74763 0 19.6457
3.71808 0.469702 19.6457
4.93458 0.623382 19.3717
3.74763 0 19.6457


3.74763 0 19.6457
4.93458 0.623382 19.3717
4.9738 0 19.3717
3.74763 0 19.6457


4.9738 0 19.3717
4.93458 0.623382 19.3717
6.13161 0.774602 19.0211
4.9738 0 19.3717


4.9738 0 19.3717
6.13161 0.774602 19.0211
6.18034 0 19.0211
4.9738 0 19.3717


6.18034 0 19.0211
6.13161 0.774602 19.0211
7.30444 0.922765 18.5955
6.18034 0 19.0211


6.18034 0 19.0211
7.30444 0.922765 18.5955
7.36249 0 18.5955
6.18034 0 19.0211


7.36249 0 18.5955
7.30444 0.922765 18.5955
8.44844 1.06729 18.0965
7.36249 0 18.5955


7.36249 0 18.5955
8.44844 1.06729 18.0965
8.51559 0 18.0965
7.36249 0 18.5955


8.51559 0 18.0965
8.44844 1.06729 18.0965
9.5591 1.20759 17.5261
8.51559 0 18.0965


8.51559 0 18.0965
9.5591 1.20759 17.5261
9.63507 0 17.5261
8.51559 0 18.0965


9.63507 0 17.5261
9.5591 1.20759 17.5261
10.632 1.34314 16.8866
9.63507 0 17.5261


9.63507 0 17.5261
10.632 1.34314 16.8866
10.7165 0 16.8866
9.63507 0 17.5261


10.7165 0 16.8866
10.632 1.34314 16.8866
11.663 1.47338 16.1803
10.7165 0 16.8866


10.7165 0 16.8866
11.663 1.47338 16.1803
11.7557 0 16.1803
10.7165 0 16.8866


11.7557 0 16.1803
11.663 1.47338 16.1803
12.648 1.59781 15.4103
11.7557 0 16.1803


11.7557 0 16.1803
12.648 1.59781 15.4103
12.7485 0 15.4103
11.7557 0 16.1803


12.7485 0 15.4103
12.648 1.59781 15.4103
13.583 1.71593 14.5794
12.7485 0 15.4103


12.7485 0 15.4103
