10 10 2.5
10.4341 10 2.46202
10.8551 10 2.34923
11.25 10 2.16506
11.607 10 1.91511
11.9151 10 1.60697
12.1651 10 1.25
12.3492 10 0.85505
12.462 10 0.43412
12.5 10 1.53081e-16
12.462 10 -0.43412
12.3492 10 -0.85505
12.1651 10 -1.25
11.9151 10 -1.60697
11.607 10 -1.91511
11.25 10 -2.16506
10.8551 10 -2.34923
10.4341 10 -2.46202

10 10 2.5
10.4275 10.0754 2.46202
10.8421 10.1485 2.34923
11.231 10.2171 2.16506
11.5826 10.279 1.91511
11.886 10.3326 1.60697
12.1322 10.376 1.25
12.3135 10.4079 0.85505
12.4246 10.4275 0.43412
12.462 10.4341 1.53081e-16
12.4246 10.4275 -0.43412
12.3135 10.4079 -0.85505
12.1322 10.376 -1.25
11.886 10.3326 -1.60697
11.5826 10.279 -1.91511
11.231 10.2171 -2.16506
10.8421 10.1485 -2.34923
10.4275 10.0754 -2.46202

10 10 2.5
10.4079 10.1485 2.46202
10.8035 10.2924 2.34923
11.1746 10.4275 2.16506
11.5101 10.5496 1.91511
11.7996 10.655 1.60697
12.0345 10.7405 1.25
12.2076 10.8035 0.85505
12.3135 10.8421 0.43412
12.3492 10.8551 1.53081e-16
12.3135 10.8421 -0.43412
12.2076 10.8035 -0.85505
12.0345 10.7405 -1.25
11.7996 10.655 -1.60697
11.5101 10.5496 -1.91511
11.1746 10.4275 -2.16506
10.8035 10.2924 -2.34923
10.4079 10.1485 -2.46202

10 10 2.5
10.376 10.2171 2.46202
10.7405 10.4275 2.34923
11.0825 10.625 2.16506
11.3917 10.8035 1.91511
11.6585 10.9576 1.60697
11.875 11.0825 1.25
12.0345 11.1746 0.85505
12.1322 11.231 0.43412
12.1651 11.25 1.53081e-16
12.1322 11.231 -0.43412
12.0345 11.1746 -0.85505
11.875 11.0825 -1.25
11.6585 10.9576 -1.60697
11.3917 10.8035 -1.91511
11.0825 10.625 -2.16506
10.7405 10.4275 -2.34923
10.376 10.2171 -2.46202

10 10 2.5
10.3326 10.279 2.46202
10.655 10.5496 2.34923
10.9576 10.8035 2.16506
11.231 11.0329 1.91511
11.4671 11.231 1.60697
11.6585 11.3917 1.25
11.7996 11.5101 0.85505
11.886 11.5826 0.43412
11.9151 11.607 1.53081e-16
11.886 11.5826 -0.43412
11.7996 11.5101 -0.85505
11.6585 11.3917 -1.25
11.4671 11.231 -1.60697
11.231 11.0329 -1.91511
10.9576 10.8035 -2.16506
10.655 10.5496 -2.34923
10.3326 10.279 -2.46202

10 10 2.5
10.279 10.3326 2.46202
10.5496 10.655 2.34923
10.8035 10.9576 2.16506
11.0329 11.231 1.91511
11.231 11.4671 1.60697
11.3917 11.6585 1.25
11.5101 11.7996 0.85505
11.5826 11.886 0.43412
11.607 11.9151 1.53081e-16
11.5826 11.886 -0.43412
