0 0 40
20 0 0
19.8423 2.50666 0

0 0 40
19.8423 2.50666 0
19.3717 4.9738 0

0 0 40
19.3717 4.9738 0
18.5955 7.36249 0

0 0 40
18.5955 7.36249 0
17.5261 9.63507 0

0 0 40
17.5261 9.63507 0
16.1803 11.7557 0

0 0 40
16.1803 11.7557 0
14.5794 13.6909 0

0 0 40
14.5794 13.6909 0
12.7485 15.4103 0

0 0 40
12.7485 15.4103 0
10.7165 16.8866 0

0 0 40
10.7165 16.8866 0
8.51559 18.0965 0

0 0 40
8.51559 18.0965 0
6.18034 19.0211 0

0 0 40
6.18034 19.0211 0
3.74763 19.6457 0

0 0 40
3.74763 19.6457 0
1.25581 19.9605 0

0 0 40
1.25581 19.9605 0
-1.25581 19.9605 0

0 0 40
-1.25581 19.9605 0
-3.74763 19.6457 0

0 0 40
-3.74763 19.6457 0
-6.18034 19.0211 0

0 0 40
-6.18034 19.0211 0
-8.51559 18.0965 0

0 0 40
-8.51559 18.0965 0
-10.7165 16.8866 0

0 0 40
-10.7165 16.8866 0
-12.7485 15.4103 0

0 0 40
-12.7485 15.4103 0
-14.5794 13.6909 0

0 0 40
-14.5794 13.6909 0
-16.1803 11.7557 0

0 0 40
-16.1803 11.7557 0
-17.5261 9.63507 0

0 0 40
-17.5261 9.63507 0
-18.5955 7.36249 0

0 0 40
-18.5955 7.36249 0
-19.3717 4.9738 0

0 0 40
-19.3717 4.9738 0
-19.8423 2.50666 0

0 0 40
-19.8423 2.50666 0
-20 -6.43249e-15 0

0 0 40
-20 -6.43249e-15 0
-19.8423 -2.50666 0

0 0 40
-19.8423 -2.50666 0
-19.3717 -4.9738 0

0 0 40
-19.3717 -4.9738 0
-18.5955 -7.36249 0

0 0 40
-18.5955 -7.36249 0
-17.5261 -9.63507 0

0 0 40
-17.5261 -9.63507 0
-16.1803 -11.7557 0

0 0 40
-16.1803 -11.7557 0
-14.5794 -13.6909 0

0 0 40
-14.5794 -13.6909 0
-12.7485 -15.4103 0

0 0 40
-12.7485 -15.4103 0
-10.7165 -16.8866 0

0 0 40
-10.7165 -16.8866 0
-8.51559 -18.0965 0

0 0 40
-8.51559 -18.0965 0
-6.18034 -19.0211 0

0 0 40
-6.18034 -19.0211 0
-3.74763 -19.6457 0

0 0 40
-3.74763 -19.6457 0
-1.25581 -19.9605 0

0 0 40
-1.25581 -19.9605 0
1.25581 -19.9605 0

0 0 40
1.25581 -19.9605 0
3.74763 -19.6457 0

0 0 40
3.74763 -19.6457 0
6.18034 -19.0211 0

0 0 40
6.18034 -19.0211 0
8.51559 -18.0965 0

0 0 40
8.51559 -18.0965 0
10.7165 -16.8866 0

0 0 40
10.7165 -16.8866 0
12.7485 -15.4103 0

0 0 40
12.7485 -15.4103 0
14.5794 -13.6909 0

0 0 40
14.5794 -13.6909 0
16.1803 -11.7557 0

0 0 40
16.1803 -11.7557 0
17.5261 -9.63507 0

0 0 40
17.5261 -9.63507 0
18.5955 -7.36249 0

0 0 40
18.5955 -7.36249 0
19.3717 -4.9738 0

0 0 40
19.3717 -4.9738 0
19.8423 -2.50666 0

0 0 40
19.8423 -2.50666 0
20 1.2865e-14 0

0 0 0
20 0 0
19.8423 2.50666 0

0 0 0
19.8423 2.50666 0
19.3717 4.9738 0

0 0 0
19.3717 4.9738 0
18.5955 7.36249 0

0 0 0
18.5955 7.36249 0
17.5261 9.63507 0

0 0 0
17.5261 9.63507 0
16.1803 11.7557 0

0 0 0
16.1803 11.7557 0
14.5794 13.6909 0

0 0 0
14.5794 13.6909 0
12.7485 15.4103 0

0 0 0
12.7485 15.4103 0
10.7165 16.8866 0

0 0 0
10.7165 16.8866 0
8.51559 18.0965 0

0 0 0
8.51559 18.0965 0
6.18034 19.0211 0

0 0 0
6.18034 19.0211 0
3.74763 19.6457 0

0 0 0
3.74763 19.6457 0
1.25581 19.9605 0

0 0 0
1.25581 19.9605 0
-1.25581 19.9605 0

0 0 0
-1.25581 19.9605 0
-3.74763 19.6457 0

0 0 0
-3.74763 19.6457 0
-6.18034 19.0211 0

0 0 0
-6.18034 19.0211 0
-8.51559 18.0965 0

0 0 0
-8.51559 18.0965 0
-10.7165 16.8866 0

0 0 0
-10.7165 16.8866 0
-12.7485 15.4103 0

0 0 0
-12.7485 15.4103 0
-14.5794 13.6909 0

0 0 0
-14.5794 13.6909 0
-16.1803 11.7557 0

0 0 0
-16.1803 11.7557 0
-17.5261 9.63507 0

0 0 0
-17.5261 9.63507 0
-18.5955 7.36249 0

0 0 0
-18.5955 7.36249 0
-19.3717 4.9738 0

0 0 0
-19.3717 4.9738 0
-19.8423 2.50666 0

0 0 0
-19.8423 2.50666 0
-20 -6.43249e-15 0

0 0 0
-20 -6.43249e-15 0
-19.8423 -2.50666 0

0 0 0
-19.8423 -2.50666 0
-19.3717 -4.9738 0

0 0 0
-19.3717 -4.9738 0
-18.5955 -7.36249 0

0 0 0
-18.5955 -7.36249 0
-17.5261 -9.63507 0

0 0 0
-17.5261 -9.63507 0
-16.1803 -11.7557 0

0 0 0
-16.1803 -11.7557 0
-14.5794 -13.6909 0

0 0 0
-14.5794 -13.6909 0
-12.7485 -15.4103 0

0 0 0
-12.7485 -15.4103 0
-10.7165 -16.8866 0

0 0 0
-10.7165 -16.8866 0
-8.51559 -18.0965 0

0 0 0
-8.51559 -18.0965 0
-6.18034 -19.0211 0

0 0 0
-6.18034 -19.0211 0
-3.74763 -19.6457 0

0 0 0
-3.74763 -19.6457 0
-1.25581 -19.9605 0

0 0 0
-1.25581 -19.9605 0
1.25581 -19.9605 0

0 0 0
1.25581 -19.9605 0
3.74763 -19.6457 0

0 0 0
3.74763 -19.6457 0
6.18034 -19.0211 0

0 0 0
6.18034 -19.0211 0
8.51559 -18.0965 0

0 0 0
8.51559 -18.0965 0
10.7165 -16.8866 0

0 0 0
10.7165 -16.8866 0
12.7485 -15.4103 0

0 0 0
12.7485 -15.4103 0
14.5794 -13.6909 0

0 0 0
14.5794 -13.6909 0
16.1803 -11.7557 0

0 0 0
16.1803 -11.7557 0
17.5261 -9.63507 0

0 0 0
17.5261 -9.63507 0
18.5955 -7.36249 0

0 0 0
18.5955 -7.36249 0
19.3717 -4.9738 0

0 0 0
19.3717 -4.9738 0
19.8423 -2.50666 0

0 0 0
19.8423 -2.50666 0
20 1.2865e-14 0

